,Company name,Category
898,AIMEN,751
899,AM INVEST,752
900,AMBRO SPORTS & EVENTS LTD,753
901,AUTOCARS CHAUCHARD,754
902,ASCO INSTRUMENTS,755
903,ANVOLIA 13,756
904,ARROW ECS,757
905,AERTECH,758
906,AEN,759
907,ASAHI DIAMOND INDUSTRIAL,760
908,"ADP, INC.",761
909,ABB AUTOMATION GMBH,762
910,ALSTERMARKT,763
911,ABYLSEN,764
912,ABYLSEN SIGMA,764
913,ARG,765
914,ABBA HOTEL,766
915,ALAMO,767
916,APPLES AND PEARS,768
917,AXINUM,769
918,AXIMUM,770
919,AMADA,771
920,ASSIG+ECHTER,772
921,ASSIG ECHTER,772
922,AIM,773
923,ASSOCIATION MESSIDOR,774
924,AQUATUNING GMBH,775
925,ARCONIC FORGING & EXTRUSIONS,776
926,ASSOCIATION LES FELINS,777
927,AMBASSADE DE FRANCE EN OUZBKISTAN,778
928,ARM,779
929,ARINC INCORPORATED,780
930,A-TAINER & SERVICE,781
931,ATELIERS BIGATA,782
932,ARKADIN FRANCE,783
933,ATI STELLRAM SAS,784
934,A E PETSCHE,785
935,A MAI INTERNATIONAL,785
936,ARAGO GMBH,786
937,ACAL BFI FRANCE SAS,787
938,ACAL BFI,787
939,ARTELIA BATIMENT ET INDUSTRIE,788
940,ARTELIA BTIMENT & INDUSTRIE SAS,788
941,ARTELIA BATIMENT INDUSTRIE,788
942,ARTIGAS SA,789
943,ADO,790
944,AM VALOR,791
945,AIS MANAGEMENT,792
946,ARTENUM,793
947,ACTIVCOMPANY,794
948,AGOMO SERVICES,795
949,ATLANTIQUE BOISSONS NANTES,796
950,AVOPTICS,797
951,AKZENT HOTEL,798
952,AILIPU TECHNOLOGY CO LTD,799
953,ATTT,800
954,AUTISME GERS,801
955,"ART MATTERS, LLC",802
956,ARGOSIM,803
957,AXING,804
958,ADDCON NORDIC AS,805
959,ANDREW MUIRHEAD & SON LIMITED,806
960,API GMBH,807
961,AGITE,808
962,AB CONSEIL,809
963,APT PRESENTATIONS,810
964,APEI,811
965,AVANTAX,812
966,AIN SURFATEC,813
967,ALLPLAN,814
968,AMSYS,815
969,ANOV FRANCE,816
970,AOSIS CONSULTING,817
971,ALU NANTAIS,818
972,AMBASSADE DE FRANCE EN ALLEMANE,819
973,AMBASSADE DE FRANCE EN ALLEMAGNE,819
974,ALLMECH GMBH,820
975,ALEXANDER HUGHES,821
976,ANALYTICON INSTRUMENTS GMBH,822
977,"ANDRIALA, S.L.",823
978,GROUPE ASTEK,824
979,AMADA GMBH,825
980,ARMADILLO,826
981,AVENSO GMBH,827
982,ATELIER 41,828
983,ALTEAD INDUSTRIES EST,829
984,APPLIDIUM PAR FABERNOVEL,830
985,AFT GMBH & CO KG,831
986,AMIENS SPORTING CLUB FOOTBALL,832
987,APPLI RH,833
988,AUGURE,834
989,ALOFT HOTEL,835
990,AMI INTERNATIONAL,836
991,AM COACHING,837
992,AMARRIS CONSEIL,838
993,ARINC EMEA,839
994,ALTICODE,840
995,AEC INFORMATIQUE,841
996,ABC LOCATION,842
997,AERTEC SOLUTIONS,843
998,AERTEC SOLUTIONS SL.,843
999,AERTEC SOLUTIONS SL,843
1000,ATELIERS DE LA CHAINETTE,844
1001,ALUTECH GMBH,845
1002,AVRUL,846
1003,ACTIAN,847
1004,AT ET MIS,848
1005,ATOS SPAIN SA,849
1006,APTIE,850
1007,ACADEMIE DES SCIENCES,851
1008,ADF TECHNOLOGIES,852
1009,AMICALE DES ANCIENS DU STADE,853
1010,ALLPAX GMBH & CO KG,854
1011,ALLPAX GMBH & CO. KG,854
1012,ASS P. SAUVEGARDE ENFANTS INVALIDES,855
1013,AVENIR APEI ETP LES COURLIS,855
1014,AEG POWER SOLUTIONS,856
1015,ATLANTIQUE OUVERTURES,857
1016,AVA,858
1017,ADECCO GROUPE,859
1018,AP & I DESIGN INC,860
1019,AMBULANCES ST MICHAEL,861
1020,AMBER ROAD INC,862
1021,AMC,863
1022,ALLUBE LTD,864
1023,AMMERAAL BELTECH,865
1024,ALMA,866
1025,ALMA SERVICE,866
1026,ARISTO GRAPHIC FRANCE,867
1027,ACANDO GMBH,868
1028,ATHEGRAM,869
1029,AUTODESK,870
1030,ALG GMBH,871
1031,ARTUS SAS,872
1032,ACIL,873
1033,ADM GROUPE,874
1034,ATR,875
1035,AARPI LOMBARD SEMELAIGNE DUPUY,876
1036,ANTICIP SAS,877
1037,AN4 GROUP LTD,878
1038,ASEMPEA,879
1039,ASSOCIATION DES ENTREPRISES,880
1040,ACCELMEDIA,881
1041,AFTE - ASSOCIATION FRANCAISE,882
1042,AKTOR INTERACTIVE,883
1043,ARBIL LTD,884
1044,ANDREW BOND,885
1045,ACB SOLUTIONS,886
1046,ACPI,887
1047,ARTISENSE,888
1048,AUNIS PRODUCTION INDUSTRIE,889
1049,AVIS,890
1050,AVIS LOCATION DE VOITURES,890
1051,ADR S.A.S,891
1052,AXSENS BTE,892
1053,AXSENS-BTE,892
1054,AUTOHAUS FRITZ GMBH,893
1055,AUTOHAUS SEITZ GMBH,893
1056,ADAPEI LES PAPILLONS BLANCS,894
1057,AFPI,895
1058,ARROW ELECTRONICS,896
1059,AFS,897
1060,AIO,898
1061,APAC GMBH,899
1062,ACTINUUM,900
1063,ABSYS CYBORG,901
1064,AYXYA,902
1065,ARCADE GESTION,903
1066,ACCENTURE SAS,904
1067,AXEO FM,905
1068,ALCORE TECHNOLOGIES,906
1069,APSYS,907
1070,ATR GIE,908
1071,AYESA,909
1072,EADS APSYS,910
1073,EADS-APSYS,910
1074,ADEFY,911
1075,APSAC,912
1076,ATLANTIC HOTEL,913
1077,AEI,914
1078,ALDESIGN,915
1079,ASSOCIATION AMICALE DES ANCIENS ELE,916
1080,ALLEN & OVERY,917
1081,ALLEN & OVERY LLP,917
1082,ALLEN & GLEDHILL,917
1083,AVTRADE LTD,918
1084,ALTHEN GMBH,919
1085,ALTEN GMBH,919
1086,AVM LOGICIELS,920
1087,ADVENTURE ASSOCIATES,921
1088,AMBRATEC GMBH,922
1089,AGGREKO,923
1090,ABC - APPAREILLAGE BANC HYDRAULIQUE,924
1091,ALLINGTON HUGHES,925
1092,ANTAVIA SAS,926
1093,ARTHOTEL,927
1094,ANTON WIDMANN,928
1095,APMG,929
1096,AMETEK,930
1097,AMETEK SAS,930
1098,ANALOGUE & MICRO LTD,931
1099,ANTEA GROUP,932
1100,API PUBLICATIONS,933
1101,AFOMETRA,934
1102,ALBERT OBERMAYR,935
1103,ALFA AESAR GMBH & CO KG,936
1104,AH CHINA,937
1105,ASSOCIATION EUROGIA,938
1106,ARAMARK LIMITED,939
1107,AREVA GMBH,940
1108,ABMI OUEST,941
1109,APERTO GMBH,942
1110,ALITALIA SOCIETA AEREA ITALIANA S,943
1111,ALIX PARTNER,944
1112,ALIX PARTNERS,944
1113,ASM Assembly Systems GmbH & Co. KG,945
1114,ASM ASSEMBLY SYSTEMS GMBH & CO. KG,945
1115,ASM ASSEMBLY SYSTEMS,945
1116,APAS,946
1117,AGILE MAKER FRANCE,947
1118,AMREF,948
1119,ADS B NETWORK,949
1120,AOT SYSTEMS GMBH,950
1121,AUDIES SARL,951
1122,AUTOCARES M BOSQUE,952
1123,ALS,953
1124,ATD ELECTRONIQUE SA,954
1125,PRODUCTIONS AUTREMENT DIT,955
1126,ADHETEC SAS,956
1127,AUTOCARS ALTERNATIVE TOURISME,957
1128,AKKA CONSULTING,958
1129,ASS LUIPPOLD,959
1130,AMPERE,960
1131,ASS FRANCAISE ASTRONOMIE,961
1132,ADAC,962
1133,ASU,963
1134,ALFA GMBH,964
1135,ASSOCIATION YMCA de Colomiers,965
1136,AGAPEI CLERMONT CAPELAS,966
1137,AGAPEI,966
1138,ATC NETWORK,967
1139,ALINOX SA,968
1140,AUVICO - VSE,969
1141,ALLTRONIC,970
1142,ATELIER DES GRAVES,971
1143,AN 44 INDUSTRIE,972
1144,ASSOCIATION CERCLE DOC,973
1145,ASSOCIATION LE CERCLE DOC,973
1146,ARCESI ACADEMY,974
1147,ADF MIDI PYRENEES SAS,975
1148,AM FROID,976
1149,CETEN APAVE INTERNATIONAL,977
1150,ALTEAD MARCHAL LEVAGE,978
1151,ANS,979
1152,ARIAL ASSURANCES,980
1153,AGILEA,981
1154,ALAIN ERNOULT,982
1155,ADEXEN,983
1156,AFPI PAYS DE LA LOIRE,984
1157,AFPI Pays de Loire,984
1158,ANETT UN,985
1159,ASSOCIATION PREVENTION ROUTIERE,986
1160,ATELIERS MICHAUD COATING,987
1161,ATELIERS MICHAUD & CIE,987
1162,ACESI,988
1163,AKZENTE KOMMUNIKATION,989
1164,AMECO,990
1165,ARCM,991
1166,ALZMETALL GMBH & CO,992
1167,AVINATION INC,993
1168,ACCURACY SAU,994
1169,ADVANCED PLASTIC & MATERIAL,995
1170,AUTOMOBILE CLUB DE L OUEST,996
1171,ANTALIS,997
1172,ASSOCIATION NATIONALE DES ANCIENS,998
1173,ARTEDAS FRANCE,999
1174,AST GMBH,1000
1175,ALDERS ELECTRONIC GMBH,1001
1176,ACCUFLEET,1002
1177,ABLS,1003
1178,AGROTOP GMBH,1004
1179,ALOS GMBH,1005
1180,ALCOR SYSTEM,1006
1181,AUBERT ET DUVAL HOLDING,1007
1182,ACE HOTEL,1008
1183,ART EMBALLAGES SA,1009
1184,ADVANCED ENGINEERING & INNOVAT,1010
1185,ADVANCED ENGINEERING & INNOVATION,1010
1186,AVISTADRONE,1011
1187,ALMATECH SARL,1012
1188,APPLUS+LABORATORIES,1013
1189,ACE STOSSDAEMPFER GMBH,1014
1190,ACE GMBH,1014
1191,AVON SERVICES,1015
1192,ASSOCIATION ALBERT CAUQUIL,1016
1193,A PARIS PRODUCTION,1017
1194,ACHATS SERVICE ILE DE FRANCE,1017
1195,ATLANTIC SOLS ET MURS,1017
1196,ALFRED THEN,1018
1197,AILE MEDICALE,1019
1198,ATELIER DM,1020
1199,AUTOHAUS ANDERS GMBH,1021
1200,ALERIS ROLLED PRODUCTS GERMANY,1022
1201,AL TECHNOLOGY,1023
1202,AAI TECHNOLOGIES,1024
1203,SAS ACCORINVEST,1025
1204,ADVANCED COMPUTER SYSTEMS ACS,1026
1205,AMAZE CABS,1027
1206,ALBERTO MOLINA,1028
1207,AXE,1029
1208,AKKUSHOP DE,1030
1209,AR SYSTEMES,1031
1210,AUGUST WEBER GMBH,1032
1211,SAS ATES,1033
1212,AR FRANCE,1034
1213,ANALYSYS SA,1035
1214,AUDACE,1036
1215,AGELEC,1037
1216,ARGE MBN,1038
1217,ATECH GMBH,1039
1218,ASEI AUTOMATISME,1040
1219,AUDIOTEC,1041
1220,ATELIER PRAS,1042
1221,ALIDADE,1043
1222,ASSOCIATION FOR WOMEN,1044
1223,AMSL BRAZIL,1045
1224,"AGGREKO IBERIA, SA",1046
1225,ARSIO,1047
1226,AQUITAINE PLASTIQUE SOLUTIONS,1048
1227,AUTOCLAVE & INDUSTRIAL CONTROLS LTD,1049
1228,AXIT GMBH,1050
1229,ALMAY SA,1051
1230,ASSOCIATION DES PARALYSES DE FRANCE,1052
1231,AMPLIOR,1053
1232,ADVA OPTICAL NETWORKING SE,1054
1233,AF CHASSET,1055
1234,ASUC GMBH,1056
1235,ASO GMBH,1056
1236,AHEON CORP,1057
1237,ADECCO FRANCE,1058
1238,ADECCO FORMATION,1058
1239,ADECCO TT,1058
1240,ADECCO,1058
1241,ASSOCIATION LA MELEE,1059
1242,AGENIUM,1060
1243,AMF AUTORITE DES MARCHES FINANCIERS,1061
1244,AN4 GROUP,1062
1245,ANTYCIP SIMULATION & TECHNOLOGY,1063
1246,AUXITEC INDUSTRIE,1064
1247,ANCENIS 3D,1065
1248,ATALIAN FACILITIES,1066
1249,ANTEA CONSULTING,1067
1250,AMAZON WEB SERVICES EMEA SARL,1068
1251,AA CHEAR,1069
1252,AXALY,1070
1253,ASPIDA,1071
1254,AJPAE,1072
1255,ARCHICREA DP,1073
1256,AMGC CASTELLET,1074
1257,AGIP,1075
1258,AAN B.V.,1076
1259,ASOCIACION TERRITORIAL DE,1077
1260,AFETI SARL,1078
1261,APPLI-CN,1079
1262,ANLEG GMBH,1080
1263,AVK TV,1081
1264,ADRIEN BARBET,1082
1265,ACADEMY BEAUGRENELLE,1083
1266,ARINSO FRANCE,1084
1267,ASTON,1085
1268,ACTIA,1086
1269,AMICALE JEAN-BAPTISTE SALIS,1087
1270,AMICALE JEAN BAPTISTE SALIS,1087
1271,ADVEEZ S A S,1088
1272,AXIANS,1089
1273,ARPEGE MASTER K,1090
1274,AB MILLIMETRE,1091
1275,ADAMSON & PARTNERS,1092
1276,AGILCOM SARL,1093
1277,ANDREAS NILL,1094
1278,ATEMPO,1095
1279,AIH,1096
1280,ADS,1097
1281,AIMMS B.V.,1098
1282,ADIE,1099
1283,ARP GMBH,1100
1284,ALTER EGO,1101
1285,AUBERT ET DUVAL,1102
1286,ABG CONCEPT,1103
1287,APPLIED COMPUTING & ENGINEERING LTD,1104
1288,APPLIED COMPUTING & ENGINEERIN,1104
1289,AKISTEEL,1105
1290,ASOBO STUDIO,1106
1291,AMERICASE INC,1107
1292,AXONE_1,1108
1293,AL INDUSTRIE,1109
1294,ATE GMBH & CO. KG,1110
1295,ATE GMBH & CO KG,1110
1296,APPLICATIONS COMPOSITES,1111
1297,AMGE INDUSTRIE,1112
1298,AIMT SGI SAS,1113
1299,ARES CAPITAL,1114
1300,APX INTEGRATION,1115
1301,AA SYSTEL SAS,1116
1302,ARCHE SI PACA,1117
1303,ADT INTERNATIONAL,1117
1304,AGENCE DE DEVELOPPEMENT ECONOMIQUE,1117
1305,AUDIN,1118
1306,ATERMES,1119
1307,APAYA AG,1120
1308,ADEZIF NORD,1121
1309,ASSOCIATION ENGLISH 31,1122
1310,ATP,1123
1311,AEFC,1124
1312,ADEPT FASTENERS INC,1125
1313,"ADEPT FASTENERS, INC",1125
1314,AUSTRIAN,1126
1315,AFPI PROVENCE,1127
1316,ASP,1128
1317,ASSOCIATION HEC,1129
1318,AXISCADES,1130
1319,ACAP DEMENAGEMENTS,1131
1320,ASTI ASSOCIATION DE SANTE AU,1132
1321,ANJA HAASLER,1133
1322,AKAJOULE,1134
1323,ALPHARE,1135
1324,ASISTIM,1136
1325,ANNA LORENZ,1137
1326,ALSACE TIMBRES,1138
1327,AZ CORPORATION,1139
1328,ALIS INTERNATIONAL,1140
1329,AGORANET,1141
1330,AFSO,1142
1331,AB LOGISTING,1143
1332,AMSILK,1144
1333,AVENIR DECONSTRUCTION,1145
1334,ATOS ORIGIN,1146
1335,ASCOTT LTD,1147
1336,ADEFIM LOIRE ATLANTIQUE,1148
1337,ALGORITHMIA,1149
1338,ABRI PLUS EQUIPEMENTS,1150
1339,AGSE,1151
1340,AIS,1152
1341,ATECPLAN,1153
1342,AT & S AUSTRIA TECHNOLOGIE &,1154
1343,AGENCE KAS EDITIONS,1155
1344,ADF GROUP,1156
1345,ASSOCIATION FRANCAISE DES,1157
1346,ATLANTIQ CHAUDRON TUYAUTERIE INDUSTRIE,1158
1347,ARIBA,1159
1348,ANTWERP SPACE,1160
1349,AUBERT & DUVAL,1161
1350,AMTSN,1162
1351,Arm Limited,1163
1352,ABSOLUT,1164
1353,ABBSOLUTE,1164
1354,ABEXAMIANTE,1165
1355,ALTER NEGO,1166
1356,ANYLOGIC EUROPE,1167
1357,ANETT UN ATLANTIQUE,1168
1358,AMAS,1169
1359,AMA,1169
1360,ATLANTIQUE AUTOMATISME INCENDIE,1170
1361,ARTESYS,1171
1362,ALCIMED SAS,1172
1363,ADVANCED CENTER FOR,1173
1364,AMELIE DEUMIER,1174
1365,ANIXTER,1175
1366,AML,1176
1367,AMARILLOS TOUR SA,1177
1368,ANDRE SCHNEIDER,1178
1369,ANTERAL,1179
1370,ADOC INGENIERIE,1180
1371,"ARIBA, INC.",1181
1372,ADVANCED BUSINESS COMPUTERS,1182
1373,ACE HANDELS- UND ENTWICKLUNGS,1183
1374,ASSOCIATION LES ALOUETTES,1184
1375,ALTEN SPAIN,1185
1376,ALTEN SPAIN SA,1185
1377,ABDOU ET ASSOCIES,1186
1378,ACTUAL COMMUNICATION,1187
1379,AUDIO TELEVISION VIDEO SERVICE,1188
1380,ALIXIO CHANGE MANAGEMENT,1189
1381,ASSOCIATION INOVSYS,1190
1382,ABTI TRADUCTION,1191
1383,AUTHORITIES,1192
1384,AVA FRANCE,1193
1385,AXEL SPRINGER AG,1194
1386,ADOLF FREY GMBH,1195
1387,ACQPA,1196
1388,AUTOMOBILES PEUGEOT,1197
1389,ALVAREZ & MARSAL LLP,1198
1390,ALVAREZ & MARSAL,1198
1391,A^3,1199
1392,ADVEEZ,1200
1393,AFFUTAGE RECTIFICATION MECANIQUE,1201
1394,ABD AFFUTAGE,1202
1395,AES,1203
1396,AXSENS,1204
1397,ASSDIALOGUE FRANCO-RUSSE,1205
1398,AFP,1206
1399,APPLUS,1207
1400,A LA UNE,1208
1401,ADVICE A/S,1209
1402,ALTEREGO COACHING & FORMATIONS,1210
1403,AQSONE,1211
1404,AU PIED DE COCHON,1212
1405,ASTA GMBH,1213
1406,ACCENTURE SERVICES FRANCE,1214
1407,ARM - ATLANTIQUE REGULATION MESURE,1215
1408,ASSOCIATION BLEU CIEL ORGANISATION,1216
1409,AKO ARMATUREN & SEPARATIONS GMBH,1217
1410,ANTONIO FLORES MARTIN,1218
1411,AZBIL TELSTAR,1219
1412,ASKLEPIOS,1220
1413,AWS,1221
1414,ASSOCIATION TECHNOLOGIES ET,1222
1415,ANDREA LAZZARI,1223
1416,ARIE COLISEE MARCEAU,1224
1417,ACTIVE RESEAUX ET TELECOM,1225
1418,A2BK,1226
1419,AIA CUERS PIERREFEU,1227
1420,ALBECK & ZEHDEN HOTEL GMBH & CO KG,1228
1421,AEM INC,1229
1422,ANICIA,1230
1423,AMLIFT,1231
1424,ATLANTIC,1232
1425,A2C CONTROLE,1233
1426,AVDEL FRANCE SAS,1234
1427,ADREM GROUP,1235
1428,ARC,1236
1429,ABLER GMBH,1237
1430,ALLIANZ GLOBAL CORPORATE,1238
1431,ACTIMAN LOCATION,1239
1432,ASSISTECH,1240
1433,ASSOCIATION DES ANCIENS DE LECOLE,1241
1434,ARMAR,1242
1435,ANTON KLEMENT,1243
1436,AS ENGINEERING,1244
1437,AKIANI,1245
1438,ALVEA,1246
1439,APTTUS CORPORATION,1247
1440,AES INGENIERIE,1248
1441,ARROW CENTRAL EUROPE GMBH,1249
1442,ASOCIACION SPACE ESPA?A,1250
1443,AVASCENT,1251
1444,ADEFIM POITOU CHARENTES,1252
1445,ACIAL,1253
1446,AURORE ARKA,1254
1447,AHK,1255
1448,AUER GMBH,1256
1449,APT SOLUTIONS,1257
1450,ARAL,1258
1451,AAI COPORATION,1259
1452,ASFOREF,1260
1453,ALTIUS,1261
1454,ASSOCIATION FRANCAISE DES JURISTES,1262
1455,AMPLITUDE RESEAUX ET SYSTEMES,1263
1456,AXXO,1264
1457,ALLEGHENY TECHNOLOGIES SAS,1265
1458,ALFAMO,1266
1459,ARITEX,1267
1460,ANRT,1268
1461,ANTON DEMMEL,1269
1462,ASSOCIATION POUR LA COOPERATION SOCIALE,1270
1463,ASSOC TOURISTIQUE CULTURELLE,1271
1464,ALTANA SELARL,1272
1465,ANRH,1273
1466,AGENCE REUTER,1274
1467,AHLBORN MESS & REGELUNGSTECHNIK,1275
1468,AARSE,1276
1469,AUDENCIA COMPETITIONS,1277
1470,APPALETTE TOURTELLIER SYSTEMES,1278
1471,ADVENTA CORPORATION,1279
1472,"ANSYS, INC.",1280
1473,ACRODUR INDUSTRIE,1281
1474,ALS GMBH,1282
1475,"AVIOPARTS, SL",1283
1476,AFIS GMBH & CO. KG,1284
1477,ARTFUL,1285
1478,ATA LOGISTIQUE,1286
1479,ABICHT RAINER,1287
1480,ALTITUDE FORMATION,1288
1481,AZH,1289
1482,AEMC,1290
1483,AFHSH,1291
1484,AT2O,1292
1485,ABERLE GMBH,1293
1486,ACTIA GROUP,1294
1487,ARTEMIS,1295
1488,AER ARANN,1296
1489,APRC,1297
1490,ARDES,1298
1491,AGENCE FRANCE-PRESSE,1299
1492,ANILAB SINC,1300
1493,ATAUB - ATELIER ARCHITECTURE,1301
1494,AMB - ATELIERS MECANIQUES DE,1302
1495,ACRA,1303
1496,AS-WAEGETECHNIK GMBH,1304
1497,ANNUAL MULTIMEDIA,1305
1498,APPLIEDIT S L,1306
1499,AMETRA,1307
1500,AAMC,1308
1501,AXEL SCHIELE,1309
1502,ANDREAS WAGNER,1310
1503,APARTHOTEL,1311
1504,ALTEAD AUGIZEAU,1312
1505,ASSENHEIMER & MULFINGER,1313
1506,ASMOBAX,1314
1507,ALDINI LDA,1315
1508,AUTOROUTES DU SUD DE LA FRANCE,1316
1509,AICIA,1317
1510,ALIXIO MOBILITE,1318
1511,ALIXIO,1318
1512,ALP CONSTRUCTION,1319
1513,AMO FINANCE,1320
1514,ANDREAS POHLMANN,1321
1515,ASSOCIATION RUGBYSTIQUE,1322
1516,ATECH NEGOCIOS EM TECNOLOGIAS SA,1323
1517,AXA GENERAL INSURANCE,1324
1518,ALTEAD FRANCE LEVAGE,1325
1519,ANNE QUEMERE,1326
1520,ATLANTIC METAL,1327
1521,ACADEMY OF EUROPEAN,1328
1522,AMBASSADE DE FRANCE EN RUSSIE,1329
1523,AUDENSIEL TECHNOLOGIES,1330
1524,ADEFIM,1331
1525,ASFORDAK,1332
1526,AYEKAH,1333
1527,ALMETRON LTD,1334
1528,AENOR,1335
1529,ACCENTURE GMBH,1336
1530,APPART CITY,1337
1531,AKKA GROUP,1338
1532,ALUFASE,1339
1533,ALTERNEGO,1340
1534,ATELCO COMPUTER AG,1341
1535,AARONIA AG,1342
1536,AGENCE N9,1343
1537,APRODEAS,1344
1538,AMMI,1345
1539,ADENTIS,1346
1540,AUGUST BENEFIT,1347
1541,ARROSSA,1348
1542,APRIORI,1349
1543,APPLICIT,1350
1544,AQUARESE,1351
1545,AQUARESE INDUSTRIES,1351
1546,TFN PROPROTÃÂ,1352
1547,AVDEF,1353
1548,AQUITAINE ELECTRONIQUE,1354
1549,ANDREA WESTENDORP,1355
1550,ACCURACY,1356
1551,AVANTEL,1357
1552,ANDRE BALAZS,1358
1553,ANIMEDIA,1359
1554,ACENT INTEGRATION,1360
1555,ASCENT INTEGRATION,1360
1556,AJS CONTRACTING,1361
1557,ACCESS COMMUNICATIONS,1362
1558,APR ASSISTANCE PROGRAMMATION,1363
1559,ASCOM,1364
1560,AEREM,1365
1561,ANSYS FRANCE SAS,1366
1562,ADVENTICE SARL,1367
1563,AECA & HELICOPTEROS,1368
1564,AMBIANCES,1369
1565,AMDP SAS,1370
1566,AMBU GMBH,1371
1567,AMWASTE LLC,1372
1568,ANNE-MARIE CARRILO,1373
1569,ACENS,1374
1570,ALTYS TECHNOLOGIES,1375
1571,AMTSGERICHT,1376
1572,ASSOCIATION ETHNA,1377
1573,ABLE GMBH,1378
1574,AVIALL,1379
1575,AGNES MENTIL,1380
1576,ARCHERY,1381
1577,ALYOTECH,1382
1578,A PASARI & ASSOCIATES,1383
1579,CETE APAVE SUDEUROPE,1384
1580,AMSTERDAM RAI,1385
1581,ARIAT,1386
1582,AMT AG,1387
1583,AOC,1388
1584,ARSEG,1389
1585,ACIM JOUANIN,1390
1586,ADVENIS PROPERTY MANAGEMENT,1391
1587,ARAS SOFTWARE,1392
1588,ACSEO,1393
1589,AGI,1394
1590,ARISTEE,1395
1591,ASRE 44,1396
1592,ATEXIS,1397
1593,ATEXIS FRANCE,1397
1594,ALTERNANCE FORMATION,1398
1595,AGFA GRAPHICS NV,1399
1596,ANADEF,1400
1597,AUROCK,1401
1598,ALITHIS,1402
1599,ALTOVA GMBH,1403
1600,AVX,1404
1601,AUTODISTRIBUTION GARONNE,1405
1602,AFTPVA ASS FR TECHNICIEN,1406
1603,AVENIR TRANSPORTS,1407
1604,AVENIUM CONSULTING,1408
1605,CIMPA,1409
1606,ALYS,1410
1607,AECOM LIMITED,1411
1608,AGELIA,1412
1609,AMAZON EU SARL,1413
1610,AMBASSADE DE LA REPUBLIQUE,1414
1611,ACTIDYN,1415
1612,ALTERNATE GMBH,1416
1613,ALUTIIQ,1417
1614,AHIS,1418
1615,AHI 33,1418
1616,AHI 33 SERVICE DE SANTE AU TRAVAIL,1418
1617,ALPHA-I,1419
1618,APCO TECHNOLOGIES SA,1420
1619,AMPEG GMBH,1421
1620,ARCAT IDF,1422
1621,AKKEY,1423
1622,AMC - AUTOS MOTOS CAMIONS,1424
1623,ANODIGRAV,1425
1624,AXEO,1426
1625,ADEKMA OUEST,1427
1626,ALS DESIGN,1428
1627,ACTIV CONCEPT,1429
1628,ALTERYX,1430
1629,ATLASSIAN,1431
1630,AUTO SIEGL,1432
1631,ANAFORA,1433
1632,ANDRA,1434
1633,ASSYSTEM ENGINEERING CONSULTING,1435
1634,AGF,1436
1635,APSIDE,1437
1636,ALPHA SIGN SA,1438
1637,ALTIUM EUROPE GMBH,1439
1638,AKEO PLUS,1440
1639,ALLIED ELECTRONICS,1441
1640,AHP GMBH,1442
1641,AGH SYSTEM,1443
1642,ARDEN PLAST,1444
1643,ARTOIS PLASTIQUES,1445
1644,ADHETEC,1446
1645,ALINEA STRATEGIE CONSEIL,1447
1646,ACCENTURE LLP,1448
1647,ATEXIS GMBH,1449
1648,AVIAPARTNER,1450
1649,ABEILLE & ASSOCIES,1451
1650,AB AQUA MEDIC GMBH,1452
1651,AGENCE CHINE TOURISME,1453
1652,ASSOCIATION UTILISATEURS RESTAURANT,1454
1653,ATC,1455
1654,ARG EUROPE LTD,1456
1655,AUTO & SERVICE PIA GMBH,1457
1656,ALLEZ ET CIE,1458
1657,ART TECH COMPOSITES,1459
1658,ASD EUROSPACE,1460
1659,ACTILITY SA,1461
1660,ADOLF RICHTER GMBH,1462
1661,ACE SYSTEMS,1463
1662,ATTENDANCE FRANCE,1464
1663,AGL ATLANTIQUE,1465
1664,APAVE PARIS,1466
1665,ASCODERO PRODUCTIQUE,1467
1666,AGIR SOIGNER EDUQUER INSERER,1468
1667,AFFUTEUSE DIFFUSION,1469
1668,ABOND SERVICES,1470
1669,ACTIPRO,1471
1670,ALBERT SEWERIN,1472
1671,ANEO,1473
1672,AXIVION GMBH,1474
1673,ARIEGE FRET EXPRESS,1475
1674,ADERA ASSOCIATION DEVELOP ENSEIGN,1476
1675,ADERA - ASSOCIATION DEVELOP ENSEIGN,1476
1676,ARSENE,1477
1677,ATOS WORLWIDE,1478
1678,ACITURRI,1479
1679,ASSOCIATION TERATEC,1480
1680,ASSOCIATION ARTILECT,1481
1681,ALTITUDE TELECOM,1482
1682,ACTS & EVENTS,1483
1683,ADAPTRONICS,1484
1684,AVEZ CSMO,1485
1685,"ACTIVE BUSINESS Y TECHNOLOGY,",1486
1686,AGENT FABRIQUE SUD OUEST,1487
1687,AKHEROS SAS,1488
1688,ARAMARK,1489
1689,AALCO METALL,1490
1690,ADETESTS SAS,1491
1691,APSOLUT GMBH,1492
1692,ARC EN CIEL ENVIRONNEMENT,1493
1693,ALCATEL LUCENT,1494
1694,AUGUMENTA LTD,1495
1695,ADVANCED INTEGRATED TECHNOLOGY,1496
1696,ACCOR,1497
1697,ARATICE,1498
1698,ARIES,1499
1699,"AMAZON WEB SERVICES, INC.",1500
1700,AMAZON WEB SERVICES INC,1500
1701,AQUILA,1501
1702,APSYS SAS,1502
1703,ATYLEC,1503
1704,ALIS TECHNOLOGIE,1504
1705,ATS,1505
1706,AD FABRICATIONS,1506
1707,AD FABRICATION,1506
1708,AU FORUM DU BATIMENT,1507
1709,ASSOCIATION PSRE,1508
1710,ALPHA CRUX,1509
1711,ARTAL TECHNOLOGIES,1510
