,Company name,Category
1712,ASSOCIATION DE MEDECINE ET DE SANTE,1511
1713,ALGOSS SYSTEMS,1512
1714,A Z PESAGE,1513
1715,ACT RMC,1514
1716,A.M.O. FINANCE,1515
1717,ACTION & FUNTOURS,1516
1718,ALIBERT ET FILS,1517
1719,ACCOUNTING & TAX OFFICES,1518
1720,ASECOS GMBH,1519
1721,AMS,1520
1722,APAJH-95 ESAT,1521
1723,ARIHM CONSEIL,1522
1724,ARGYMA,1523
1725,ATTUNITY,1524
1726,ALLISTO,1525
1727,AQUITAINE MAITRISE DOEUVRE,1526
1728,AUTOMATICA,1527
1729,ASTA,1528
1730,AUTOFORM ENGINEERING FRANCE,1529
1731,AGMP,1530
1732,ARISMORE,1531
1733,AIIC CONFERENCE INTERPRETER,1532
1734,ALBERTO BADIOLA,1533
1735,ASSYTEM,1534
1736,ARCAM UK,1535
1737,ASSOCIATION SPORTIVE,1536
1738,ALTARES D B,1537
1739,ACFITEC,1538
1740,ASSOCIATION VIRTU AILES,1539
1741,ATTREE ESTATES,1540
1742,AMETES GMBH,1541
1743,AGORA CLUBS,1542
1744,ATLAS COPCO TOOLS & ASSEMBLY SYSTEMS LLC,1543
1745,AFM NAVATTONI SA,1544
1746,AMSONIC FRANCE SAS,1545
1747,ASTIRVANT LTD,1546
1748,AVANTIS TECHNOLOGY,1547
1749,A-SAFE INC,1548
1750,ACCES MATIC SUD,1549
1751,ABMI,1550
1752,ARGILLOS,1551
1753,ANTISLIDE,1552
1754,AUXITROL SA,1553
1755,AON,1554
1756,AMPHENOL SOCAPEX SA,1555
1757,ASMV GMBH,1556
1758,ARTUS,1557
1759,AVIAN MEDIA,1558
1760,ALPHA RLH,1559
1761,ADLFA31,1560
1762,ADC GMBH & CO KG,1561
1763,ANDRES CHARIS,1562
1764,AVIELEC,1563
1765,ABSINT,1564
1766,ATLANTIC JOINT,1565
1767,ACCENT LANGUAGES,1566
1768,ARCAM,1567
1769,ASCOGER,1568
1770,AKKA DEVELOPMENT UK,1569
1771,ATLAS COPCO,1570
1772,AMI MEDIA,1571
1773,ALJAMIL SA,1572
1774,AENEAS,1573
1775,ATOS,1574
1776,ATMOSPHERE SYSTEMES ET SERVICES,1575
1777,AVL LIST GMBH,1576
1778,ANNETTE JAROSCH,1577
1779,AS BARDUSCH GMBH,1578
1780,AXON IVY,1579
1781,LATESYS,1580
1782,ADIT - AGENCE POUR LA DIFFUSION,1581
1783,ANDREW GREEN,1582
1784,ASSIGRAPH INTERNATIONAL,1583
1785,AAS GMBH,1584
1786,ABEC,1585
1787,AKIDOOR AUTOMATISME,1586
1788,APAVE NORD-OUEST SAS,1587
1789,ATU GMBH,1588
1790,ASSOCIATION TABAC & LIBERTE,1589
1791,ACM,1590
1792,AGINNOVATIONS,1591
1793,A.E.I.,1592
1794,AMICALE DU PERSONNEL DE LA BASE,1593
1795,ABT,1594
1796,ACTUAPLAST,1595
1797,ARWUS GMBH,1596
1798,ADRAR,1597
1799,ARTISENSE GMBH,1598
1800,ARSAG INTERNATIONAL,1599
1801,ACTIF SIGNAL,1600
1802,AAPVA,1601
1803,ADR SAS,1602
1804,AVIANCA,1603
1805,AMBULANCES SANSOUCY,1604
1806,APERAM ALLOYS IMPHY,1605
1807,AVIS TCL,1606
1808,A Z CONSULTING,1607
1809,AATC,1608
1810,APOTHEKE,1609
1811,ACCELLONET,1610
1812,ALLIANCE FRANCAISE DE KOTTE,1611
1813,AMERICAN HOSPITAL OF PARIS,1612
1814,ATOUTS SERVICES,1613
1815,AECOM LTD,1614
1816,ASSOCIATION TITANE,1615
1817,"ALTERYX, INC",1616
1818,ALTEN TECHNOLOGIE,1617
1819,AUTZ & HERRMANN,1618
1820,ALLO PHOTO,1619
1821,ALSE,1620
1822,ABE,1621
1823,ASTRID KOHLMEIER,1622
1824,AE2L,1623
1825,AVIO DIEPEN,1624
1826,ASTUS,1625
1827,ANGST & PFISTER,1626
1828,AFC-STAB,1627
1829,AILL,1628
1830,AWERNER GMBH,1629
1831,ANTON PAAR FRANCE,1630
1832,ARNE WAHLERS,1631
1833,SARL AUROCK,1632
1834,ASSOCIATION MINERVE,1633
1835,ATEA,1634
1836,ACFCI,1635
1837,ARTELIA BATIMENT & INDUSTRIE,1636
1838,APERTO,1637
1839,A.E.N.,1638
1840,AKIRA MECATURBINES,1639
1841,AN44 INDUSTRIE,1640
1842,ASC FINE WINES,1641
1843,AKKA MIDDLE EAST,1642
1844,ATELIERS DE LA HAUTE-GARONNE,1643
1845,AERTEC,1644
1846,AUSTIN FRASER,1645
1847,AKTEOS,1646
1848,ARAXE SA,1647
1849,AZAC,1648
1850,ALOIS MILLER,1649
1851,ACCON AVM,1650
1852,ALL RESORT EXPRESS,1651
1853,AGWA,1652
1854,APEM,1653
1855,ARC AUDIO VISUAL & IT SOLUTIONS LTD,1654
1856,AUTOBUS DE L ETANG,1655
1857,AVIOHELITRONICS,1656
1858,AACHEN UNIVERISITY,1657
1859,ALTRAN PARTICIPATIONS,1658
1860,ALTEN LIMITED,1659
1861,AMBASSADE DE FRANCE EN OUGANDA,1660
1862,ANWALTSKANZLEI,1661
1863,AZUR,1662
1864,ANAGRAM AUDIOVISUEL,1663
1865,ACADEMIE DE SOPHROLOGIE,1664
1866,ALVANT LTD,1665
1867,ACCENTURE SL,1666
1868,ACR,1667
1869,AECE GROUP,1668
1870,A-I PROJECT,1669
1871,AUCOP,1670
1872,AXINOM GMBH,1671
1873,ACOLADA,1672
1874,ACC,1673
1875,ARELIS,1674
1876,AHTS,1675
1877,AAI,1676
1878,ASPIRATION INDUSTRIELLE,1677
1879,ATI INTERCO,1678
1880,ABERTIS,1679
1881,AREVO,1680
1882,AUTO REICHHARDT,1681
1883,ABMI ILE DE FRANCE,1682
1884,ACT ADMINISTRATION,1683
1885,ACROLINX GMBH,1684
1886,AEHP,1685
1887,AIMME,1686
1888,ABMG,1687
1889,ALFRED HILLER,1688
1890,AMS TECHNOLOGIES AG,1689
1891,A2R ELECTRONIQUE,1690
1892,ALDACOM GMBH,1691
1893,APM,1692
1894,AIXCELLENCE GMBH,1693
1895,ACERIA,1694
1896,AES (CS),1695
1897,AKZO NOBEL,1696
1898,ARTS HOLDING SE,1697
1899,ALYOTECH FRANCE,1698
1900,ANDRAGOGY,1699
1901,ASPRODEME,1700
1902,AYMING,1701
1903,AELION,1702
1904,AMAI INTERNATIONAL,1703
1905,AVIRON TOULOUSAIN,1704
1906,ADACORE SAS,1705
1907,APESD - EUROPEAN SECURITY & DEFENCE,1706
1908,ANYTIME CARS,1707
1909,ANEXIA INC,1708
1910,ATLANTIK NETWORK,1709
1911,AVTRADE LIMITED,1710
1912,ALBERT TRANSPORT,1711
1913,ANATELLO LTD,1712
1914,ALPHASIGN,1713
1915,AFNOR - ASSOCIATION,1714
1916,ADIT,1715
1917,ADC DEMOLITION,1716
1918,ATLAS WEYHAUSEN,1717
1919,APPAF,1718
1920,ARCHITECTURE CENTER,1719
1921,ACTIVE RH CONSEIL,1720
1922,AKEROS,1721
1923,AREST,1722
1924,AUTOCHIM,1723
1925,AXISCADES GMBH,1724
1926,ALPC COACHING,1725
1927,ASSOCIATION LES AILES ANCIENNES,1726
1928,A A Z CONSULTING,1727
1929,ASSOCIATION SAINT JOSEPH,1728
1930,ACTEMIUM RENNES,1729
1931,APFELSTEDT & HORNUNG,1730
1932,ALBAR ET PARTNERS,1731
1933,AUGSBURGER LOCALBAHN GMBH,1732
1934,ARINCDIRECT - ARINC INCORPORAT,1733
1935,ASPIRE NXT PRIVATE LIMITED,1734
1936,ASPIRE NXT PRIVATE,1734
1937,AUTOMATEN SEITZ,1735
1938,AUTONOMY GROUP LIMITED,1736
1939,AVCON GROUP AUSTRALIA PTY LTD,1737
1940,AVCON GROUP AUSTRALIA PTY,1737
1941,ALLES MIT FARBE GMBH,1738
1942,AB SOLVING OY,1739
1943,AKADEMIE F FUEHRUNGSKRAEFTE,1740
1944,AKADEMIE FUER FUEHRUNGSKRAEFTE,1740
1945,AERZTEKAMMER BERLIN,1741
1946,AL AIN FRAMES,1742
1947,ANTALA INDUSTRIA SL,1743
1948,ALABAMA INDUSTRIAL PRODUCTS LLC,1744
1949,ALTRAN AKKA,1745
1950,AMERICAN EXPRESS EUROPE LTD,1746
1951,ANPAA 31 - ASS. NAT. DE PREVENTION,1747
1952,ANPAA 31 - ASS NAT DE PREVENTION,1747
1953,AFA SEMINARE GMBH,1748
1954,AFMG TECHNOLOGIES GMBH,1749
1955,ASSOCIATION CRAMPONS DES CIMES,1750
1956,BILDUNGSVEREINIGUNG ARBEIT UND,1751
1957,AUTOHAUS PLASCHKA KG,1752
1958,AUTOSCAN LTD,1753
1959,ALM MEDIA LLC,1754
1960,A BIS Z ALLROUND,1755
1961,ASOC ATLANTICA ESPAOLA,1756
1962,AVEO ENGINEERING GROUP SRO,1757
1963,ALBERT ZIEGLER GMBH,1758
1964,ARJ CONSTRUCTION LTD,1759
1965,ASHCROFT INSTRUMENTS GMBH,1760
1966,AMAZIC BV,1761
1967,APD/34315863,1762
1968,AUDEA FORMACION,1763
1969,AUDEA FORMACION S.L.,1763
1970,AUDEA FORMACION SL,1763
1971,ASP ATELIER SYSTEMES DE PROTECTION,1764
1972,AUTO KOENIG GMBH & CO KG,1765
1973,ARVATO TECHNICAL INFORMATION SA,1767
1974,ARVATO TECHNICAL INFORMATION S,1767
1975,ARVATO TECHNICAL INFORMATION SL,1767
1976,AZO ANLAGEN,1768
1977,ATG EUROPE B.V.,1769
1978,ATG EUROPE BV,1769
1979,AIT AUSTRIAN INSTITUTE OF,1770
1980,AMIAC SL,1771
1981,ADVANCED TECHNOLOGY GROUP GMBH,1772
1982,ADVANCED TECHNOLOGY GROUP,1772
1983,ARBEIT UND LEBEN DGB VHS NRW EV,1773
1984,ARBEIT UND LEBEN DGB/VHS NRW EV,1773
1985,"Acra Control Ltd, T/A Curtiss Wright",1774
1986,ALAVA INGENIEROS S.A.,1775
1987,"ALAVA INGENIEROS, S.A.",1775
1988,"ALAVA INGENIEROS, SA",1775
1989,ALAVA INGENIEROS SA,1775
1990,ACUSTICA INTEGRAL SL,1776
1991,APPZEN INC,1777
1992,AUTO GRILL GMBH & CO KG,1778
1993,aba e.V. Arbeitsgemeinschaft,1779
1994,ABA E.V. ARBEITSGEMEINSCHAFT FUER,1779
1995,APPLIED TECHNICAL SERVICES INC,1780
1996,"APPLIED TECHNICAL SERVICES, INC.",1780
1997,ASOCIACION ESPANOLA DE MATERIALES,1781
1998,ASSESSMENT AND EDUCATIONAL,1782
1999,ASOC DE INVESTIGACION Y,1783
2000,ASOC DE INVESTIGACION DE,1783
2001,ALJAC GMBH,1784
2002,ABDM INGENIEURGESELLSCHAFT BR,1785
2003,ARENAL TORREPLATA SL,1786
2004,ACTIVE CAPITAL MANAGEMENT GMBH,1787
2005,AXIS PED LIMITED,1788
2006,AXIS PED LTD,1788
2007,ADOLF WRTH GMBH & CO KG,1789
2008,AICAS GMBH,1790
2009,ANTON DEBATIN GMBH,1791
2010,ABG PATENTES SL,1792
2011,ACE ADVANCED COMPOSITE,1793
2012,AC-LABSUR,1794
2013,AVNET EUROPE COMMVA,1795
2014,AB-IN-DIE-BOX.DE,1796
2015,ANTONIO BASILE GMBH,1797
2016,ATOS INFORMATION TECHNOLOGY GMBH,1798
2017,ASM AUTOMATION SENSORIK,1799
2018,AMBU DEUTSCHLAND GMBH,1800
2019,APD/34316338,1801
2020,AVERNA HARDWARE SYSTEMS INC,1802
2021,AAMC AUSTRALIA,1803
2022,ARMIN HAERLE REISE- UND TRANSPORTLOG,1804
2023,AUXIMAT LTD,1805
2024,AXESS TMC S.R.L.,1806
2025,AXESS TMC SRL,1806
2026,ABSCOA INDUSTRIES INC UNISEAL DIV,1807
2027,ATLANTA ANTRIEBSSYSTEME,1808
2028,ALS LIFE SCIENCES LTD,1809
2029,ALS LIFE SCIENCES LIMITED,1809
2030,ATM COMPUTERSYSTEME GMBH,1810
2031,ASTUTE GROWTH,1811
2032,ASTUTE GROWTH LTD,1811
2033,ASTUTE GROWTH LIMITED,1811
2034,APD/34314952,1812
2035,ADOLF WITTE,1813
2036,AVANTTIC CONSULTORIA TECNOLOGI,1814
2037,ASOCIACION ESPANOLA DE ENSAYOS NO,1815
2038,Asociacion Espanola de Ensayos No Destructivos,1815
2039,AUER PAUL GMBH,1816
2040,APITZSCH SCHMIDT KLEBE,1817
2041,ASA MARKET RESEARCH PVT LTD,1818
2042,ASA MARKET RESEARCH PVT. LTD.,1818
2043,ATICS GMBH IT-BERATUNG,1819
2044,ATICS IT BERATUNG,1819
2045,ADVANCED THEODOLITE TECHNOLOGY INC,1820
2046,"ADVANCED THEODOLITE TECHNOLOGY, INC.",1820
2047,AVOCAT PATRICE GRIEUMARD,1821
2048,ANDRASZAK ANDREAS,1822
2049,AUMUNDER AUTOHAUS,1823
2050,"ATIL COBRA, S.A.",1824
2051,ATELIER MARKGRAPH GMBH,1825
2052,ADVANCE INTEGRATION TECHNOLOGY,1826
2053,"ADVANCE INTEGRATION TECHNOLOGY, S",1826
2054,ANDREAS WUERMSEER CONSULTING,1827
2055,ANAGO FRANCHISING INC,1828
2056,AT BRISTOL LTD,1829
2057,ATLASSIAN PTY LTD,1830
2058,ATLASSIAN SOFTWARE SYSTEMS PTY LTD,1830
2059,AVV ARBEITSBUEHNEN-VERTRIEB,1831
2060,ASIS INTERNATIONAL INC,1832
2061,AUTOSATTLEREI-POLSTEREI-STICKE,1833
2062,APD/34315489,1834
2063,ARBEITSGEMEINSCHAFT DER,1835
2064,ADM SARL - MONSIEUR BRICOLAGE,1836
2065,"APMIB MADRID, SLU",1837
2066,"APMIB MADRID, S.L.U.",1837
2067,ARABELLA SHERATON,1838
2068,ALLGEMEINE GOLD UND SILBERSCHEIDEANSTALT,1839
2069,AA ACCESS PARTNERSHIP,1840
2070,AEG POWER SOLUTIONS SAS,1841
2071,AUTOMIC SOFTWARE SAS,1842
2072,ALPERS JOACHIM GMBH,1843
2073,ANLISIS Y GESTIN DEL,1844
2074,ARBEIT UND LEBEN EV,1845
2075,ARBEIT UND LEBEN,1845
2076,ARBEIT UND LEBEN BIELEFELD EV,1845
2077,ATREUS INTERIM MANAGEMENT GMBH,1846
2078,ACIAS EV,1847
2079,ALFRED KAULFUSS,1848
2080,ANGELIKA BAUR DIPL ING,1849
2081,ANGELIKA BAUR DIPL. ING.,1849
2082,AXA-ENTWICKLUNGS- UND MASCHINEN- GMBH,1850
2083,ASSOC APERIKUBE,1851
2084,ARMSTRONG OPTICAL LTD,1852
2085,AMPLIVOX LTD,1853
2086,AHI CORPORATE HOUSING,1854
2087,APD/34315490,1855
2088,AXIANS IT SOLUTIONS GMBH,1856
2089,ARMATUREN-ARNOLD,1857
2090,AECOM TECHNICAL SERVICES INC.,1858
2091,ASF ELEKTROTECHNIK GMBH & CO KG,1859
2092,ASF ELEKTROTECHNIK,1859
2093,AEA SRL LOCCIONI,1860
2094,AXELLENCE GMBH,1861
2095,ATU LOGISTIK GMBH,1862
2096,ACATEC SL,1863
2097,AKKU UND BATTERIEHANDEL OLIVER HEIB,1864
2098,AKKU UND BATTERIEHANDEL OLIVER,1864
2099,ALMUDENA VALIENTE DAZA,1865
2100,ARCHITECTURAL DESIGN COLLABORTATIVE,1866
2101,APD/34315227,1867
2102,AWO ARBEITERWOHLFAHRT,1868
2103,A1 BOOT-YACHT-CENTER,1869
2104,ADNEC SERVICES LLC,1870
2105,ADVANTAGE DESTINATION & MEETING SERVICE,1871
2106,ALSTERARBEIT GGMBH HAMBURG,1872
2107,ABLE HYDRAULICS LTD,1873
2108,AUTOHAUS AM TANNENKAMP GMBH,1874
2109,AZ TECHNOLOGY INC,1875
2110,AP-WORKS,1876
2111,AP WORKS,1876
2112,AMAZIC B.V.,1877
2113,Amazic B.V.,1877
2114,AVANTGARDE SALES & MARKETING,1878
2115,ADAM KELLER BAUGESCHAEFT GMBH & CO KG,1879
2116,AMIT PRAKASH AGARWAL,1880
2117,ARNZ FLOTT WERKZEUGMASCHINEN GMBH,1881
2118,AUGUST KRAEMER GMBH,1882
2119,AVIS RENTAL CAR SYSTEMS INC,1883
2120,ASHBURN CONSULTING LLC,1884
2121,"ASHBURN CONSULTING, LLC",1884
2122,ADIMAGE ADEXPO,1885
2123,ADIMAGE ADEXPO SAS,1885
2124,"ANADAT TECHNOLOGY, SL",1886
2125,AMERICAN EXPRESS NIPPON TRAVEL,1887
2126,AFI UPLIFT LTD,1888
2127,AFI UPLIFT LIMITED,1888
2128,AP-LITHOS,1889
2129,AUTO RASCH GMBH & CO KG,1890
2130,AUTO RASCH GMBH & CO. KG,1890
2131,ALLMECH - TECHNIK FÃR INDUSTRIE & SCHIFFAHRT,1891
2132,ALLMECH - TECHNIK FUER INDUSTRIE & SCHIFFAHRT,1891
2133,ATV S R US LTD,1892
2134,APD/34297575,1893
2135,ALTEC ENGINEERING LIMITED,1894
2136,AMPLEXOR DIGITAL GMBH,1895
2137,ANGLOCO LIMITED,1896
2138,ASOC ESPANOLA DE MANTENIMIENTO,1897
2139,AGUIRRE NEWMAN MADRID SA,1898
2140,AUTO ADAS GBR,1899
2141,AUTOHAUS KUEVER GMBH,1900
2142,ADVANCED INTEGRATION TECHNOLOGY LP,1901
2143,AUSTRALIAN ACADEMY OF SCIENCE,1902
2144,ARCHITECTE DPIG MARC RAYMOND,1903
2145,AFRIKA-VEREIN EV,1904
2146,AVIONIC INSTRUMENTS INC,1905
2147,ASPERA APPLIED SOLUTIONS,1906
2148,ADVANTIC SISTEMAS SERVICIO SL,1907
2149,AMI METALS EUROPE SPRL,1908
2150,AMI METALS - EUROPE SPRL,1908
2151,AFT AUTOMATION GMBH,1909
2152,AUTOHAUS WIDMANN+WINTERHOLLER GMBH,1910
2153,AC FLAG AND BANNER INC,1911
2154,ASA MANFRED CUIPER GMBH,1912
2155,ASA MANFRED CUIPER,1912
2156,ALBATROS ENGINEERING GMBH,1913
2157,A PLUS AVIONICS CORP,1914
2158,AS BESCHICHTUNGSTECHNIK GMBH & CO. KG,1915
2159,AS BESCHICHTUNGSTECHNIK GMBH & CO KG,1915
2160,AS BESCHICHTUNGSTECHNIK,1915
2161,APPLE VALLEY SCALE CO,1916
2162,AALCO-METALL GMBH,1917
2163,AID TECHNISCHE DOKUMENTATIONEN,1918
2164,ANT GMBH ANTRIEBSTECHNIK,1919
2165,ANT ANTRIEBSTECHNIK GMBH,1919
2166,APD/34315472,1921
2167,ALGA UNTERNEHMENSBERATUNG GMBH,1922
2168,ALGA-UNTERNEHMENSBERATUNG GMBH,1922
2169,ALGA UNTERNEHMENSBERATUNG,1922
2170,ARENA EVENT SERVICES INC,1923
2171,AVV ARBEITSBUEHNEN-VERTRIEBS- UND VERMIETUNGS GMBH,1924
2172,ACT LEADERSHIP LLC,1925
2173,ALFRED-WEGENER-INSTITUT,1926
2174,AMF AUTO-MUELLER GMBH,1927
2175,ASDIS SOLUTIONS AG,1928
2176,ALEXANDER RENNER GMBH & CO KG,1929
2177,ACFT PERFO SARL,1930
2178,AGI SK,1931
2179,AGRIA-INDUSTRIEPARK GMBH,1932
2180,ANDECHSER AM DOM,1933
2181,AUTOHAUS WEEBER GMBH,1934
2182,AVERY DENNISON DEUTSCHLAND GMBH,1935
2183,ACTIVEARK JWT LTD.,1936
2184,AUTOHAUS SCHLOTTER GMBH,1937
2185,ADORN LOGISTICS PRIVATE LIMITED,1938
2186,AUTOMIC FORMERLY ORSYP,1939
2187,ASG LUFTFAHRTTECHNIK UND,1940
2188,ARBEITSGEMEINSCHAFT DER IN BAYERN,1941
2189,ATK SPACE SYSTEMS INC,1942
2190,AIC ROTOPLAS SPA,1943
2191,AGILERGO CONSULTING GMBH,1944
2192,ASSOCIATION MEDIA PITCHOUNES,1945
2193,ASG ARCHITEKTEN GMBH,1946
2194,AERIAM TECHNOLOGIES SL,1947
2195,AJ PRODUKTE,1948
2196,ALTMANN ANALYTIK GMBH & CO. KG,1949
2197,ALTMANN ANALYTIK GMBH & CO KG,1949
2198,APA ASSOCIATED ENTERPRISES LTD,1950
2199,ADMIRAL FLOORING SERVICES LTD,1951
2200,ADVANCE METROLOGY SOLUTIONS,1952
2201,"ADVANCE METROLOGY SOLUTIONS, S.L.",1952
2202,ADVANCE METROLOGY SOLUTIONS SL,1952
2203,ATOS SPAIN S.A.,1953
2204,AQUALIA GESTION INTEGRAL DEL AGUA,1954
2205,ADVANCED GROUND SYSTEMS ENGINEERING LLC,1955
2206,ALLGEIER IT SOLUTIONS GMBH,1956
2207,APD/34315822,1957
2208,ACCOUNT CENTER LLP,1958
2209,ATLET FLURFOERDERZEUGE GMBH,1959
2210,ARCHIMEDES FACILITY-MANAGEMENT GMBH,1960
2211,ARCHIMEDES FACILITY-MANAGEMENT,1960
2212,"ALBERTI, ULRICH VON",1961
2213,AUTOHAUS HAHN & SCHMIDT GMBH,1962
2214,ARCHITEKTURBÃRO JOSEPH PFOEDERL,1963
2215,ALLIANCE LAW FIRM,1964
2216,ARGELLES SERVICIOS GRAFICOS,1965
2217,ALTRAN-XYPE GMBH,1966
2218,ALTRAN-XYPE LTD,1966
2219,AV BERSETZUNGS- UND DOLMETSCHSERVICE,1967
2220,AGENTUR JUNGES HERZ,1968
2221,AHMERKAMP KARL VECHTA GMBH & CO KG,1969
2222,AGROLAB LABOR GMBH,1970
2223,ACTIVIDADES DE LA BAHIA 2000 SL,1971
2224,AXESOR - ACTIVIDADES DE LA BAHIA 2000 SL,1971
2225,ASB TRAININGSZENTRUM RETTUNGS,1972
2226,ABILITA GMBH,1973
2227,AEA ASSOCIATION DES ANCIENS ELEVES DE LECOLE DE L,1974
2228,AKKA MIDDLE EAST FZCO,1975
2229,ALTRAN DEUTSCHLAND S.A.S. & CO. KG,1976
2230,ALTRAN DEUTSCHLAND SAS & CO KG,1976
2231,ALTRAN DEUTSCHLAND SAS AND CO KG,1976
2232,ALQUIBALAT S L,1977
2233,ARCO SOLUCIONES Y DISENOS SL,1978
2234,ASOCIACION ESPAÃÂOLA PARA LA CALIDAD,1979
2235,AXIS MECHANICAL ENGINEERING DESIGN,1980
2236,ADALBERT ZAJADACZ GMBH,1981
2237,ADALBERT ZAJADACZ GMBH & CO KG,1981
2238,ANTICIP FZC,1982
2239,ARKARISE BUSINESS SOLUTIONS,1983
2240,AUGUST SPRENG GMBH UND CO KG,1984
2241,AUGUST SPRENG GMBH & CO. KG.,1984
2242,AUGUST SPRENG GMBH & CO KG,1984
2243,ANALYSYS MASON LTD,1985
2244,AXPO UK LIMITED,1986
2245,AXPO UK LTD,1986
2246,AVIEM INTERNATIONAL INC,1987
2247,AB SERVICIOS SELECTA ESPANA,1988
2248,ALTEC ALUMINIUM TECHNIK GMBH,1989
2249,ALTEC-ALUMINIUM TECHNIK,1989
2250,ALTEC ALUMINIUM-TECHNIK,1989
2251,ARCHON BOCK + HOEPPNER GBR,1990
2252,ALUMNI POLIMI ASSOCIATION,1991
2253,ARS MUSICA CHOR OTTOBRUNN EV,1992
2254,AEW WASSERTECHNOLOGIE GMBH,1993
2255,ALLSTAR ADVENTURES,1994
2256,A&A LOGISTIK-EQUIPMENT,1995
2257,A A LOGISTIK-EQUIPMENT,1995
2258,ALFACOUSTIC ERCUIS,1996
2259,AHC BENELUX BV,1997
2260,ARCHITECTES KHORSI ORDONNEAUD,1998
2261,AREA SDAD COOP,1999
2262,ABD DRUCKLUFT GMBH,2000
2263,AUTOHAUS WILDI OHG,2001
2264,AT&T GNS FRANCE SAS,2002
2265,ATEMPO AN ASG COMPANY,2003
2266,ANDICARS HAVANT LIMITED,2004
2267,ANDICARS HAVANT LTD,2004
2268,AMETIC CANTABRIA,2005
2269,AMSAFE BRIDPORT LTD,2006
2270,AAA MIAMI LOCKSMITH INC,2007
2271,ASHTON GATE STADIUM,2008
2272,ALLIANZ CHINA GENERAL INSURANCE,2009
2273,ALBA DEPT OF CONSERV AND NATL,2010
2274,AGK HOCHLEISTUNGSWERKSTOFFE GMBH,2011
2275,ALPHA TAXENBETRIEBS GMBH,2012
2276,ARBRACAM PRODUCTION NUMRIQUE,2013
2277,ADOLF WURTH GMBH & CO. KG,2014
2278,AKKA TECHNOLOGIES BEIJING CO LTD,2015
2279,ALT 92 DOCUMENTATION TECHNIQUE,2016
2280,AD GARONNE CAMBUS,2017
2281,ADVANCED CONTROL SOLUTIONS LLC,2018
2282,AOA APPARATEBAU GAUTING GMBH,2019
2283,APPARATEBAU GAUTING GMBH,2019
2284,ARBEITSKREIS PRODUKTIONSTECHNIK,2020
2285,AQUA VITAL GMBH,2021
2286,ALBA METALL NORD GMBH,2022
2287,ALBA NORD GMBH,2022
2288,AUTOHAUS MUELLER GMBH & CO KG,2023
2289,A1 MICROWAVE LTD,2025
2290,ARXGEOMETRES GBR,2026
2291,AUTO TRANSPORTE TURISTICO SL,2027
2292,ALTE BRAUEREI MERTINGEN,2028
2293,ATI PACIFIC CAST TECHNOLOGIES,2029
2294,ATOTECH DEUTSCHLAND,2030
2295,ATOTECH DEUTSCHLAND GMBH,2030
2296,ACTIVE RISK LTD,2031
2297,ACTIVE RISK LIMITED,2031
2298,ACTIVE RISK GROUP,2031
2299,APARTHOTEL KAMP,2032
2300,ALTIA SERVICES GMBH,2033
2301,AMERICAN LLOYD TRAVEL SERVICES PTE,2034
2302,AVOX SYSTEMS INC,2035
2303,ADVANCED TRAINING METHODS,2036
2304,ADVANCED TRAINING METHODS SL,2036
2305,ALINEADESIGN,2037
2306,ATHENA BGE YVELINES,2038
2307,APODIS GMBH,2039
2308,ASSDEVELOPPEMENT OEUVRES,2040
2309,AMETEK CTS EUROPE GMBH,2041
2310,ARBEITSSCHUTZ-EXPRESS GMBH,2042
2311,AUTOHAUS SCHAEFER GMBH,2043
2312,ALABAMA KIDNEY FOUNDATION INC,2044
2313,AURNHAMMER BEDACHUNGEN GMBH,2045
2314,ASSA ABLOY ENTRANCE SYSTEMS SP,2046
2315,ASSA ABLOY ENTRANCE SYSTEMS S.A.U.,2046
2316,ARNTZ GMBH & CO KG,2047
2317,AFROLYNK GUG,2048
2318,ATLANTIC MICROWAVE LTD,2049
2319,AKADEMIEHOTEL RASTEDE,2050
2320,APS SQUADRON PATCHES BV,2051
2321,ABUS CRANE SYSTEMS LIMITED,2052
2322,AT LIVING SHANGHAI APARTMENT,2053
2323,ASYS PROZESS- UND,2054
2324,ALPHA COMPUTER SYSTEMS GMBH,2055
2325,ATELIER LEHMACHER,2056
2326,ARCHITEKTENKAMMER DER FREIEN HANSESTADT BREMEN,2057
2327,AMPLICON LIVELINE LTD,2058
2328,ADOBE SYSTEMS SOFTWARE IRELAND LIMI,2059
2329,ANTIGUA RELOJERIA SA,2060
2330,ANTIGUA RELOJERIA,2060
2331,ANTIGUA RELOJERIA S A,2060
2332,ABS SERVICE GMBH,2061
2333,ABS LOGISTIK SERVICE GMBH,2061
2334,ARGUS FLUIDTECHNIK GMBH,2062
2335,ARNDT - EXPERT HI-FI TV,2063
2336,AHP Gesellschaft fÃÂ¼r Informationsverarbeitung mbH,2064
2337,ARCO PROFESSIONAL SAFETY SERVICES,2065
2338,Arco Professional Safety Services Ltd,2065
2339,ALAMO FLAG INC,2066
2340,ASISTIM GMBH,2067
2341,ATID CONSULTING SPORTONUS,2068
2342,"AYG SEVILLA, SL",2069
2343,AUSSENWIRTSCHAFTS-AKADEMIE GMBH,2070
2344,AUSSENWIRTSCHAFTS AKADEMIE,2070
2345,AUTOHAUS HEERMANN UND RHEIN GMBH,2071
2346,ADVANCED ROBOTICS FOR MANUFACTURING,2072
2347,A.T. KEARNEY GMBH,2073
2348,AERA VERLAG MUENCHEN GMBH,2074
2349,AHP GESELLSCHAFT FUER,2075
